,KO,growth,media,source
99551,b0346,1.053333333,Glucose,Monk 2015
99556,b0351,1.053333333,Glucose,Monk 2015
99558,b0353,1.053333333,Glucose,Monk 2015
99587,b0392,1.053333333,Glucose,Monk 2015
99706,b0530,1.053333333,Glucose,Monk 2015
99723,b0551,1.053333333,Glucose,Monk 2015
99767,b0598,1.053333333,Glucose,Monk 2015
99856,b0717,1.053333333,Glucose,Monk 2015
100122,b1011,1.053333333,Glucose,Monk 2015
100124,b1013,1.053333333,Glucose,Monk 2015
100235,b1146,1.053333333,Glucose,Monk 2015
100306,b1235,1.053333333,Glucose,Monk 2015
100425,b1365,1.053333333,Glucose,Monk 2015
100447,b1393,1.053333333,Glucose,Monk 2015
100570,b1529,1.053333333,Glucose,Monk 2015
100677,b1643,1.053333333,Glucose,Monk 2015
100740,b1710,1.053333333,Glucose,Monk 2015
100809,b1789,1.053333333,Glucose,Monk 2015
100866,b1847,1.053333333,Glucose,Monk 2015
100873,b1854,1.053333333,Glucose,Monk 2015
100953,b1948,1.053333333,Glucose,Monk 2015
101096,b2120,1.053333333,Glucose,Monk 2015
101185,b2216,1.053333333,Glucose,Monk 2015
101226,b2263,1.053333333,Glucose,Monk 2015
101342,b2385,1.053333333,Glucose,Monk 2015
101348,b2392,1.053333333,Glucose,Monk 2015
101422,b2487,1.053333333,Glucose,Monk 2015
101425,b2490,1.053333333,Glucose,Monk 2015
101512,b2592,1.053333333,Glucose,Monk 2015
101740,b2869,1.053333333,Glucose,Monk 2015
101868,b3020,1.053333333,Glucose,Monk 2015
101911,b3075,1.053333333,Glucose,Monk 2015
101959,b3130,1.053333333,Glucose,Monk 2015
101985,b3157,1.053333333,Glucose,Monk 2015
101988,b3161,1.053333333,Glucose,Monk 2015
102005,b3192,1.053333333,Glucose,Monk 2015
102019,b3209,1.053333333,Glucose,Monk 2015
102023,b3213,1.053333333,Glucose,Monk 2015
102160,b3409,1.053333333,Glucose,Monk 2015
102188,b3442,1.053333333,Glucose,Monk 2015
102238,b3501,1.053333333,Glucose,Monk 2015
102251,b3515,1.053333333,Glucose,Monk 2015
102300,b3571,1.053333333,Glucose,Monk 2015
102406,b3690,1.053333333,Glucose,Monk 2015
102645,b4011,1.053333333,Glucose,Monk 2015
102729,b4102,1.053333333,Glucose,Monk 2015
102771,b4148,1.053333333,Glucose,Monk 2015
102796,b4179,1.053333333,Glucose,Monk 2015
102821,b4206,1.053333333,Glucose,Monk 2015
102984,b4398,1.053333333,Glucose,Monk 2015
103027,b4463,1.053333333,Glucose,Monk 2015
103093,b4554,1.053333333,Glucose,Monk 2015
103099,b4565,1.053333333,Glucose,Monk 2015
103131,rybD,1.053333333,Glucose,Monk 2015
99593,b0399,1.051666667,Glucose,Monk 2015
102221,b3482,1.051666667,Glucose,Monk 2015
99287,TU-4619,1.05,Glucose,Monk 2015
99336,b0060,1.05,Glucose,Monk 2015
99360,b0106,1.05,Glucose,Monk 2015
99398,b0146,1.05,Glucose,Monk 2015
99462,b0239,1.05,Glucose,Monk 2015
99635,b0448,1.05,Glucose,Monk 2015
99713,b0539,1.05,Glucose,Monk 2015
99715,b0543,1.05,Glucose,Monk 2015
99726,b0555,1.05,Glucose,Monk 2015
99804,b0645,1.05,Glucose,Monk 2015
99907,b0777,1.05,Glucose,Monk 2015
100028,b0905,1.05,Glucose,Monk 2015
100119,b1008,1.05,Glucose,Monk 2015
100341,b1272,1.05,Glucose,Monk 2015
100366,b1300,1.05,Glucose,Monk 2015
100367,b1301,1.05,Glucose,Monk 2015
100671,b1636,1.05,Glucose,Monk 2015
100728,b1698,1.05,Glucose,Monk 2015
100756,b1733,1.05,Glucose,Monk 2015
100772,b1750,1.05,Glucose,Monk 2015
100808,b1787,1.05,Glucose,Monk 2015
100815,b1795,1.05,Glucose,Monk 2015
100907,b1890,1.05,Glucose,Monk 2015
101133,b2159,1.05,Glucose,Monk 2015
101227,b2264,1.05,Glucose,Monk 2015
101310,b2353,1.05,Glucose,Monk 2015
101311,b2354,1.05,Glucose,Monk 2015
101474,b2543,1.05,Glucose,Monk 2015
101522,b2604,1.05,Glucose,Monk 2015
101592,b2702,1.05,Glucose,Monk 2015
101604,b2714,1.05,Glucose,Monk 2015
101767,b2899,1.05,Glucose,Monk 2015
101835,b2977,1.05,Glucose,Monk 2015
101882,b3037,1.05,Glucose,Monk 2015
101897,b3055,1.05,Glucose,Monk 2015
101909,b3073,1.05,Glucose,Monk 2015
101954,b3125,1.05,Glucose,Monk 2015
101983,b3155,1.05,Glucose,Monk 2015
102076,b3291,1.05,Glucose,Monk 2015
102120,b3365,1.05,Glucose,Monk 2015
102122,b3367,1.05,Glucose,Monk 2015
102169,b3418,1.05,Glucose,Monk 2015
102292,b3563,1.05,Glucose,Monk 2015
102319,b3590,1.05,Glucose,Monk 2015
102343,b3616,1.05,Glucose,Monk 2015
102427,b3721,1.05,Glucose,Monk 2015
102522,b3847,1.05,Glucose,Monk 2015
102539,b3872,1.05,Glucose,Monk 2015
102584,b3922,1.05,Glucose,Monk 2015
102639,b4001,1.05,Glucose,Monk 2015
102650,b4016,1.05,Glucose,Monk 2015
102685,b4055,1.05,Glucose,Monk 2015
102696,b4067,1.05,Glucose,Monk 2015
102864,b4257,1.05,Glucose,Monk 2015
102901,b4308,1.05,Glucose,Monk 2015
103013,b4441,1.05,Glucose,Monk 2015
103109,b4597,1.05,Glucose,Monk 2015
103122,b4690,1.05,Glucose,Monk 2015
103129,isrB,1.05,Glucose,Monk 2015
103134,sroE,1.05,Glucose,Monk 2015
99912,b0782,1.048333333,Glucose,Monk 2015
100012,b0885,1.048333333,Glucose,Monk 2015
100350,b1283,1.048333333,Glucose,Monk 2015
103095,b4556,1.048333333,Glucose,Monk 2015
99288,TU-5077,1.046666667,Glucose,Monk 2015
99491,b0278,1.046666667,Glucose,Monk 2015
99603,b0411,1.046666667,Glucose,Monk 2015
99711,b0535,1.046666667,Glucose,Monk 2015
99803,b0644,1.046666667,Glucose,Monk 2015
99812,b0654,1.046666667,Glucose,Monk 2015
100020,b0897,1.046666667,Glucose,Monk 2015
100103,b0991,1.046666667,Glucose,Monk 2015
100222,b1130,1.046666667,Glucose,Monk 2015
100257,b1171,1.046666667,Glucose,Monk 2015
100290,b1214,1.046666667,Glucose,Monk 2015
100326,b1257,1.046666667,Glucose,Monk 2015
100355,b1289,1.046666667,Glucose,Monk 2015
100368,b1302,1.046666667,Glucose,Monk 2015
100426,b1366,1.046666667,Glucose,Monk 2015
100449,b1395,1.046666667,Glucose,Monk 2015
100503,b1460,1.046666667,Glucose,Monk 2015
100630,b1595,1.046666667,Glucose,Monk 2015
100657,b1622,1.046666667,Glucose,Monk 2015
100765,b1743,1.046666667,Glucose,Monk 2015
100860,b1841,1.046666667,Glucose,Monk 2015
101069,b2082,1.046666667,Glucose,Monk 2015
101182,b2213,1.046666667,Glucose,Monk 2015
101286,b2326,1.046666667,Glucose,Monk 2015
101423,b2488,1.046666667,Glucose,Monk 2015
101536,b2626,1.046666667,Glucose,Monk 2015
101619,b2729,1.046666667,Glucose,Monk 2015
101642,b2755,1.046666667,Glucose,Monk 2015
101665,b2782,1.046666667,Glucose,Monk 2015
101704,b2825,1.046666667,Glucose,Monk 2015
101710,b2833,1.046666667,Glucose,Monk 2015
101777,b2909,1.046666667,Glucose,Monk 2015
101801,b2937,1.046666667,Glucose,Monk 2015
101933,b3097,1.046666667,Glucose,Monk 2015
101935,b3099,1.046666667,Glucose,Monk 2015
101936,b3100,1.046666667,Glucose,Monk 2015
101960,b3131,1.046666667,Glucose,Monk 2015
102020,b3210,1.046666667,Glucose,Monk 2015
102045,b3240,1.046666667,Glucose,Monk 2015
102077,b3292,1.046666667,Glucose,Monk 2015
102095,b3337,1.046666667,Glucose,Monk 2015
102189,b3443,1.046666667,Glucose,Monk 2015
102241,b3504,1.046666667,Glucose,Monk 2015
102354,b3628,1.046666667,Glucose,Monk 2015
102405,b3689,1.046666667,Glucose,Monk 2015
102486,b3800,1.046666667,Glucose,Monk 2015
102536,b3869,1.046666667,Glucose,Monk 2015
102588,b3926,1.046666667,Glucose,Monk 2015
102776,b4153,1.046666667,Glucose,Monk 2015
102854,b4244,1.046666667,Glucose,Monk 2015
102902,b4309,1.046666667,Glucose,Monk 2015
102939,b4349,1.046666667,Glucose,Monk 2015
102963,b4377,1.046666667,Glucose,Monk 2015
102971,b4385,1.046666667,Glucose,Monk 2015
103010,b4438,1.046666667,Glucose,Monk 2015
103022,b4458,1.046666667,Glucose,Monk 2015
103038,b4474,1.046666667,Glucose,Monk 2015
103074,b4529,1.046666667,Glucose,Monk 2015
103098,b4559,1.046666667,Glucose,Monk 2015
103100,b4566,1.046666667,Glucose,Monk 2015
100766,b1744,1.045,Glucose,Monk 2015
99268,C0293,1.043333333,Glucose,Monk 2015
99281,TU-2383,1.043333333,Glucose,Monk 2015
99300,b0009,1.043333333,Glucose,Monk 2015
99323,b0043,1.043333333,Glucose,Monk 2015
99365,b0111,1.043333333,Glucose,Monk 2015
99396,b0144,1.043333333,Glucose,Monk 2015
99433,b0209,1.043333333,Glucose,Monk 2015
99499,b0287,1.043333333,Glucose,Monk 2015
99506,b0294,1.043333333,Glucose,Monk 2015
99552,b0347,1.043333333,Glucose,Monk 2015
99572,b0377,1.043333333,Glucose,Monk 2015
99578,b0383,1.043333333,Glucose,Monk 2015
99638,b0451,1.043333333,Glucose,Monk 2015
99752,b0581,1.043333333,Glucose,Monk 2015
99790,b0623,1.043333333,Glucose,Monk 2015
99796,b0631,1.043333333,Glucose,Monk 2015
99805,b0647,1.043333333,Glucose,Monk 2015
99848,b0709,1.043333333,Glucose,Monk 2015
99920,b0790,1.043333333,Glucose,Monk 2015
100053,b0938,1.043333333,Glucose,Monk 2015
100084,b0970,1.043333333,Glucose,Monk 2015
100141,b1037,1.043333333,Glucose,Monk 2015
100239,b1151,1.043333333,Glucose,Monk 2015
100252,b1164,1.043333333,Glucose,Monk 2015
100311,b1242,1.043333333,Glucose,Monk 2015
100497,b1453,1.043333333,Glucose,Monk 2015
100590,b1552,1.043333333,Glucose,Monk 2015
100606,b1568,1.043333333,Glucose,Monk 2015
100609,b1573,1.043333333,Glucose,Monk 2015
100668,b1633,1.043333333,Glucose,Monk 2015
100906,b1889,1.043333333,Glucose,Monk 2015
100980,b1982,1.043333333,Glucose,Monk 2015
101022,b2035,1.043333333,Glucose,Monk 2015
101070,b2085,1.043333333,Glucose,Monk 2015
101084,b2104,1.043333333,Glucose,Monk 2015
101145,b2171,1.043333333,Glucose,Monk 2015
101164,b2195,1.043333333,Glucose,Monk 2015
101171,b2202,1.043333333,Glucose,Monk 2015
101190,b2222,1.043333333,Glucose,Monk 2015
101647,b2760,1.043333333,Glucose,Monk 2015
101694,b2812,1.043333333,Glucose,Monk 2015
101696,b2817,1.043333333,Glucose,Monk 2015
101711,b2834,1.043333333,Glucose,Monk 2015
101763,b2895,1.043333333,Glucose,Monk 2015
101842,b2986,1.043333333,Glucose,Monk 2015
101857,b3003,1.043333333,Glucose,Monk 2015
101920,b3084,1.043333333,Glucose,Monk 2015
101924,b3088,1.043333333,Glucose,Monk 2015
101945,b3114,1.043333333,Glucose,Monk 2015
102033,b3225,1.043333333,Glucose,Monk 2015
102046,b3241,1.043333333,Glucose,Monk 2015
102047,b3242,1.043333333,Glucose,Monk 2015
102130,b3377,1.043333333,Glucose,Monk 2015
102280,b3546,1.043333333,Glucose,Monk 2015
102395,b3677,1.043333333,Glucose,Monk 2015
102401,b3685,1.043333333,Glucose,Monk 2015
102475,b3784,1.043333333,Glucose,Monk 2015
102482,b3791,1.043333333,Glucose,Monk 2015
102508,b3827,1.043333333,Glucose,Monk 2015
102552,b3885,1.043333333,Glucose,Monk 2015
102556,b3889,1.043333333,Glucose,Monk 2015
102682,b4051,1.043333333,Glucose,Monk 2015
102772,b4149,1.043333333,Glucose,Monk 2015
102777,b4154,1.043333333,Glucose,Monk 2015
102807,b4190,1.043333333,Glucose,Monk 2015
102837,b4222,1.043333333,Glucose,Monk 2015
102927,b4334,1.043333333,Glucose,Monk 2015
102930,b4337,1.043333333,Glucose,Monk 2015
102961,b4375,1.043333333,Glucose,Monk 2015
103006,b4432,1.043333333,Glucose,Monk 2015
103032,b4468,1.043333333,Glucose,Monk 2015
101519,b2601,1.041666667,Glucose,Monk 2015
99283,TU-3697,1.04,Glucose,Monk 2015
99432,b0208,1.04,Glucose,Monk 2015
99456,b0233,1.04,Glucose,Monk 2015
99483,b0267,1.04,Glucose,Monk 2015
99485,b0269,1.04,Glucose,Monk 2015
99513,b0304,1.04,Glucose,Monk 2015
99540,b0334,1.04,Glucose,Monk 2015
99613,b0426,1.04,Glucose,Monk 2015
99649,b0463,1.04,Glucose,Monk 2015
99769,b0600,1.04,Glucose,Monk 2015
99820,b0675,1.04,Glucose,Monk 2015
99823,b0678,1.04,Glucose,Monk 2015
99895,b0765,1.04,Glucose,Monk 2015
99903,b0773,1.04,Glucose,Monk 2015
99988,b0859,1.04,Glucose,Monk 2015
100072,b0958,1.04,Glucose,Monk 2015
100146,b1042,1.04,Glucose,Monk 2015
100173,b1071,1.04,Glucose,Monk 2015
100202,b1107,1.04,Glucose,Monk 2015
100297,b1222,1.04,Glucose,Monk 2015
100392,b1327,1.04,Glucose,Monk 2015
100462,b1413,1.04,Glucose,Monk 2015
100518,b1475,1.04,Glucose,Monk 2015
100542,b1499,1.04,Glucose,Monk 2015
100612,b1576,1.04,Glucose,Monk 2015
100618,b1583,1.04,Glucose,Monk 2015
100777,b1755,1.04,Glucose,Monk 2015
100803,b1782,1.04,Glucose,Monk 2015
100828,b1809,1.04,Glucose,Monk 2015
100864,b1845,1.04,Glucose,Monk 2015
100919,b1907,1.04,Glucose,Monk 2015
100921,b1913,1.04,Glucose,Monk 2015
100932,b1924,1.04,Glucose,Monk 2015
101029,b2042,1.04,Glucose,Monk 2015
101050,b2063,1.04,Glucose,Monk 2015
101081,b2101,1.04,Glucose,Monk 2015
101156,b2182,1.04,Glucose,Monk 2015
101159,b2186,1.04,Glucose,Monk 2015
101206,b2243,1.04,Glucose,Monk 2015
101256,b2293,1.04,Glucose,Monk 2015
101419,b2484,1.04,Glucose,Monk 2015
101421,b2486,1.04,Glucose,Monk 2015
101534,b2624,1.04,Glucose,Monk 2015
101551,b2644,1.04,Glucose,Monk 2015
101620,b2730,1.04,Glucose,Monk 2015
101621,b2731,1.04,Glucose,Monk 2015
101628,b2738,1.04,Glucose,Monk 2015
101686,b2804,1.04,Glucose,Monk 2015
101693,b2811,1.04,Glucose,Monk 2015
101748,b2877,1.04,Glucose,Monk 2015
101805,b2943,1.04,Glucose,Monk 2015
101837,b2980,1.04,Glucose,Monk 2015
101925,b3089,1.04,Glucose,Monk 2015
101941,b3105,1.04,Glucose,Monk 2015
101984,b3156,1.04,Glucose,Monk 2015
102003,b3188,1.04,Glucose,Monk 2015
102164,b3413,1.04,Glucose,Monk 2015
102214,b3475,1.04,Glucose,Monk 2015
102264,b3528,1.04,Glucose,Monk 2015
102393,b3675,1.04,Glucose,Monk 2015
102408,b3693,1.04,Glucose,Monk 2015
102550,b3883,1.04,Glucose,Monk 2015
102695,b4066,1.04,Glucose,Monk 2015
102708,b4079,1.04,Glucose,Monk 2015
102717,b4089,1.04,Glucose,Monk 2015
102756,b4130,1.04,Glucose,Monk 2015
102809,b4192,1.04,Glucose,Monk 2015
102833,b4218,1.04,Glucose,Monk 2015
102848,b4238,1.04,Glucose,Monk 2015
102867,b4263,1.04,Glucose,Monk 2015
102941,b4351,1.04,Glucose,Monk 2015
102960,b4374,1.04,Glucose,Monk 2015
102970,b4384,1.04,Glucose,Monk 2015
103001,b4426,1.04,Glucose,Monk 2015
103011,b4439,1.04,Glucose,Monk 2015
103024,b4460,1.04,Glucose,Monk 2015
99539,b0333,1.038333333,Glucose,Monk 2015
99802,b0643,1.038333333,Glucose,Monk 2015
99922,b0792,1.038333333,Glucose,Monk 2015
101563,b2665,1.038333333,Glucose,Monk 2015
99286,TU-4371,1.036666667,Glucose,Monk 2015
99390,b0137,1.036666667,Glucose,Monk 2015
99514,b0305,1.036666667,Glucose,Monk 2015
99519,b0311,1.036666667,Glucose,Monk 2015
99548,b0342,1.036666667,Glucose,Monk 2015
99591,b0397,1.036666667,Glucose,Monk 2015
99661,b0478,1.036666667,Glucose,Monk 2015
99673,b0490,1.036666667,Glucose,Monk 2015
99760,b0591,1.036666667,Glucose,Monk 2015
99934,b0804,1.036666667,Glucose,Monk 2015
99935,b0805,1.036666667,Glucose,Monk 2015
99957,b0828,1.036666667,Glucose,Monk 2015
99965,b0836,1.036666667,Glucose,Monk 2015
100011,b0882,1.036666667,Glucose,Monk 2015
100077,b0963,1.036666667,Glucose,Monk 2015
100174,b1072,1.036666667,Glucose,Monk 2015
100249,b1161,1.036666667,Glucose,Monk 2015
100267,b1184,1.036666667,Glucose,Monk 2015
100271,b1188,1.036666667,Glucose,Monk 2015
100398,b1334,1.036666667,Glucose,Monk 2015
100400,b1336,1.036666667,Glucose,Monk 2015
100408,b1344,1.036666667,Glucose,Monk 2015
100460,b1411,1.036666667,Glucose,Monk 2015
100495,b1451,1.036666667,Glucose,Monk 2015
100504,b1461,1.036666667,Glucose,Monk 2015
100588,b1550,1.036666667,Glucose,Monk 2015
100591,b1553,1.036666667,Glucose,Monk 2015
100651,b1616,1.036666667,Glucose,Monk 2015
100656,b1621,1.036666667,Glucose,Monk 2015
100727,b1697,1.036666667,Glucose,Monk 2015
100754,b1731,1.036666667,Glucose,Monk 2015
100775,b1753,1.036666667,Glucose,Monk 2015
100840,b1821,1.036666667,Glucose,Monk 2015
100908,b1891,1.036666667,Glucose,Monk 2015
100925,b1917,1.036666667,Glucose,Monk 2015
100934,b1926,1.036666667,Glucose,Monk 2015
101097,b2121,1.036666667,Glucose,Monk 2015
101131,b2157,1.036666667,Glucose,Monk 2015
101157,b2183,1.036666667,Glucose,Monk 2015
101210,b2247,1.036666667,Glucose,Monk 2015
101234,b2271,1.036666667,Glucose,Monk 2015
101263,b2300,1.036666667,Glucose,Monk 2015
101308,b2351,1.036666667,Glucose,Monk 2015
101347,b2390,1.036666667,Glucose,Monk 2015
101392,b2455,1.036666667,Glucose,Monk 2015
101629,b2739,1.036666667,Glucose,Monk 2015
101663,b2778,1.036666667,Glucose,Monk 2015
101712,b2835,1.036666667,Glucose,Monk 2015
101747,b2876,1.036666667,Glucose,Monk 2015
101783,b2915,1.036666667,Glucose,Monk 2015
101796,b2930,1.036666667,Glucose,Monk 2015
101845,b2989,1.036666667,Glucose,Monk 2015
101914,b3078,1.036666667,Glucose,Monk 2015
101922,b3086,1.036666667,Glucose,Monk 2015
102035,b3227,1.036666667,Glucose,Monk 2015
102194,b3450,1.036666667,Glucose,Monk 2015
102266,b3530,1.036666667,Glucose,Monk 2015
102282,b3548,1.036666667,Glucose,Monk 2015
102384,b3666,1.036666667,Glucose,Monk 2015
102402,b3686,1.036666667,Glucose,Monk 2015
102416,b3710,1.036666667,Glucose,Monk 2015
102483,b3792,1.036666667,Glucose,Monk 2015
102543,b3876,1.036666667,Glucose,Monk 2015
102589,b3927,1.036666667,Glucose,Monk 2015
102595,b3934,1.036666667,Glucose,Monk 2015
102607,b3946,1.036666667,Glucose,Monk 2015
102611,b3951,1.036666667,Glucose,Monk 2015
102679,b4048,1.036666667,Glucose,Monk 2015
102764,b4139,1.036666667,Glucose,Monk 2015
102859,b4251,1.036666667,Glucose,Monk 2015
102950,b4360,1.036666667,Glucose,Monk 2015
102998,b4418,1.036666667,Glucose,Monk 2015
103002,b4427,1.036666667,Glucose,Monk 2015
103035,b4471,1.036666667,Glucose,Monk 2015
103047,b4483,1.036666667,Glucose,Monk 2015
103121,b4687,1.036666667,Glucose,Monk 2015
101494,b2565,1.035,Glucose,Monk 2015
101605,b2715,1.035,Glucose,Monk 2015
102388,b3670,1.035,Glucose,Monk 2015
102763,b4138,1.035,Glucose,Monk 2015
99333,b0055,1.033333333,Glucose,Monk 2015
99343,b0070,1.033333333,Glucose,Monk 2015
99389,b0136,1.033333333,Glucose,Monk 2015
99404,b0152,1.033333333,Glucose,Monk 2015
99477,b0258,1.033333333,Glucose,Monk 2015
99479,b0261,1.033333333,Glucose,Monk 2015
99531,b0324,1.033333333,Glucose,Monk 2015
99620,b0433,1.033333333,Glucose,Monk 2015
99732,b0561,1.033333333,Glucose,Monk 2015
99737,b0566,1.033333333,Glucose,Monk 2015
99788,b0620,1.033333333,Glucose,Monk 2015
99851,b0712,1.033333333,Glucose,Monk 2015
99860,b0721,1.033333333,Glucose,Monk 2015
99993,b0864,1.033333333,Glucose,Monk 2015
100056,b0941,1.033333333,Glucose,Monk 2015
100129,b1020,1.033333333,Glucose,Monk 2015
100256,b1168,1.033333333,Glucose,Monk 2015
100280,b1197,1.033333333,Glucose,Monk 2015
100358,b1292,1.033333333,Glucose,Monk 2015
100399,b1335,1.033333333,Glucose,Monk 2015
100501,b1457,1.033333333,Glucose,Monk 2015
100532,b1489,1.033333333,Glucose,Monk 2015
100545,b1502,1.033333333,Glucose,Monk 2015
100602,b1564,1.033333333,Glucose,Monk 2015
100641,b1606,1.033333333,Glucose,Monk 2015
100690,b1656,1.033333333,Glucose,Monk 2015
100767,b1745,1.033333333,Glucose,Monk 2015
100844,b1825,1.033333333,Glucose,Monk 2015
100850,b1831,1.033333333,Glucose,Monk 2015
100896,b1879,1.033333333,Glucose,Monk 2015
100902,b1885,1.033333333,Glucose,Monk 2015
101130,b2156,1.033333333,Glucose,Monk 2015
101177,b2208,1.033333333,Glucose,Monk 2015
101274,b2311,1.033333333,Glucose,Monk 2015
101306,b2349,1.033333333,Glucose,Monk 2015
101720,b2843,1.033333333,Glucose,Monk 2015
101728,b2851,1.033333333,Glucose,Monk 2015
101797,b2933,1.033333333,Glucose,Monk 2015
101838,b2981,1.033333333,Glucose,Monk 2015
101915,b3079,1.033333333,Glucose,Monk 2015
102004,b3190,1.033333333,Glucose,Monk 2015
102007,b3194,1.033333333,Glucose,Monk 2015
102172,b3423,1.033333333,Glucose,Monk 2015
102205,b3465,1.033333333,Glucose,Monk 2015
102211,b3472,1.033333333,Glucose,Monk 2015
102271,b3536,1.033333333,Glucose,Monk 2015
102308,b3579,1.033333333,Glucose,Monk 2015
102318,b3589,1.033333333,Glucose,Monk 2015
102359,b3635,1.033333333,Glucose,Monk 2015
102454,b3750,1.033333333,Glucose,Monk 2015
102501,b3820,1.033333333,Glucose,Monk 2015
102502,b3821,1.033333333,Glucose,Monk 2015
102530,b3861,1.033333333,Glucose,Monk 2015
102605,b3944,1.033333333,Glucose,Monk 2015
102642,b4004,1.033333333,Glucose,Monk 2015
102699,b4070,1.033333333,Glucose,Monk 2015
102727,b4100,1.033333333,Glucose,Monk 2015
102767,b4144,1.033333333,Glucose,Monk 2015
102784,b4166,1.033333333,Glucose,Monk 2015
102804,b4187,1.033333333,Glucose,Monk 2015
102818,b4203,1.033333333,Glucose,Monk 2015
102876,b4279,1.033333333,Glucose,Monk 2015
102878,b4281,1.033333333,Glucose,Monk 2015
102898,b4305,1.033333333,Glucose,Monk 2015
102908,b4315,1.033333333,Glucose,Monk 2015
102925,b4332,1.033333333,Glucose,Monk 2015
102938,b4348,1.033333333,Glucose,Monk 2015
102952,b4363,1.033333333,Glucose,Monk 2015
102997,b4415,1.033333333,Glucose,Monk 2015
103029,b4465,1.033333333,Glucose,Monk 2015
103070,b4525,1.033333333,Glucose,Monk 2015
103107,b4582,1.033333333,Glucose,Monk 2015
99373,b0119,1.031666667,Glucose,Monk 2015
99464,b0241,1.031666667,Glucose,Monk 2015
99478,b0260,1.031666667,Glucose,Monk 2015
101565,b2667,1.031666667,Glucose,Monk 2015
99276,I004,1.03,Glucose,Monk 2015
99330,b0051,1.03,Glucose,Monk 2015
99381,b0128,1.03,Glucose,Monk 2015
99392,b0139,1.03,Glucose,Monk 2015
99419,b0187,1.03,Glucose,Monk 2015
99420,b0189,1.03,Glucose,Monk 2015
99537,b0330,1.03,Glucose,Monk 2015
99693,b0513,1.03,Glucose,Monk 2015
99893,b0763,1.03,Glucose,Monk 2015
99958,b0829,1.03,Glucose,Monk 2015
99961,b0832,1.03,Glucose,Monk 2015
99974,b0845,1.03,Glucose,Monk 2015
100016,b0892,1.03,Glucose,Monk 2015
100046,b0931,1.03,Glucose,Monk 2015
100199,b1104,1.03,Glucose,Monk 2015
100234,b1144,1.03,Glucose,Monk 2015
100324,b1255,1.03,Glucose,Monk 2015
100370,b1304,1.03,Glucose,Monk 2015
100421,b1359,1.03,Glucose,Monk 2015
100474,b1429,1.03,Glucose,Monk 2015
100491,b1447,1.03,Glucose,Monk 2015
100535,b1492,1.03,Glucose,Monk 2015
100592,b1554,1.03,Glucose,Monk 2015
100631,b1596,1.03,Glucose,Monk 2015
100658,b1623,1.03,Glucose,Monk 2015
100691,b1657,1.03,Glucose,Monk 2015
100704,b1673,1.03,Glucose,Monk 2015
100870,b1851,1.03,Glucose,Monk 2015
100933,b1925,1.03,Glucose,Monk 2015
100950,b1945,1.03,Glucose,Monk 2015
100959,b1954,1.03,Glucose,Monk 2015
100986,b1991,1.03,Glucose,Monk 2015
101068,b2081,1.03,Glucose,Monk 2015
101139,b2165,1.03,Glucose,Monk 2015
101269,b2306,1.03,Glucose,Monk 2015
101346,b2389,1.03,Glucose,Monk 2015
101467,b2536,1.03,Glucose,Monk 2015
101550,b2643,1.03,Glucose,Monk 2015
101579,b2682,1.03,Glucose,Monk 2015
101580,b2683,1.03,Glucose,Monk 2015
101725,b2848,1.03,Glucose,Monk 2015
101744,b2873,1.03,Glucose,Monk 2015
101873,b3026,1.03,Glucose,Monk 2015
101898,b3057,1.03,Glucose,Monk 2015
101944,b3110,1.03,Glucose,Monk 2015
101957,b3128,1.03,Glucose,Monk 2015
102056,b3259,1.03,Glucose,Monk 2015
102066,b3269,1.03,Glucose,Monk 2015
102186,b3440,1.03,Glucose,Monk 2015
102207,b3467,1.03,Glucose,Monk 2015
102218,b3479,1.03,Glucose,Monk 2015
102265,b3529,1.03,Glucose,Monk 2015
102277,b3542,1.03,Glucose,Monk 2015
102287,b3554,1.03,Glucose,Monk 2015
102294,b3565,1.03,Glucose,Monk 2015
102404,b3688,1.03,Glucose,Monk 2015
102431,b3725,1.03,Glucose,Monk 2015
102452,b3748,1.03,Glucose,Monk 2015
102455,b3751,1.03,Glucose,Monk 2015
102489,b3803,1.03,Glucose,Monk 2015
102546,b3879,1.03,Glucose,Monk 2015
102582,b3920,1.03,Glucose,Monk 2015
102606,b3945,1.03,Glucose,Monk 2015
102672,b4038,1.03,Glucose,Monk 2015
102716,b4088,1.03,Glucose,Monk 2015
102726,b4099,1.03,Glucose,Monk 2015
102785,b4167,1.03,Glucose,Monk 2015
102816,b4199,1.03,Glucose,Monk 2015
102885,b4291,1.03,Glucose,Monk 2015
102893,b4300,1.03,Glucose,Monk 2015
102962,b4376,1.03,Glucose,Monk 2015
103019,b4452,1.03,Glucose,Monk 2015
103031,b4467,1.03,Glucose,Monk 2015
103086,b4546,1.03,Glucose,Monk 2015
103117,b4658,1.03,Glucose,Monk 2015
103118,b4659,1.03,Glucose,Monk 2015
101626,b2736,1.028333333,Glucose,Monk 2015
102683,b4053,1.028333333,Glucose,Monk 2015
99280,TU-2375,1.026666667,Glucose,Monk 2015
99318,b0038,1.026666667,Glucose,Monk 2015
99329,b0050,1.026666667,Glucose,Monk 2015
99362,b0108,1.026666667,Glucose,Monk 2015
99366,b0112,1.026666667,Glucose,Monk 2015
99417,b0183,1.026666667,Glucose,Monk 2015
99455,b0232,1.026666667,Glucose,Monk 2015
99481,b0263,1.026666667,Glucose,Monk 2015
99601,b0407,1.026666667,Glucose,Monk 2015
